database_x,database_y,description_x,description_y,label
death_record-hospitalization_number,operation_record-primary_surgeon,The unique number assigned to the patient's hospitalization.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
death_record-hospitalization_number,operation_record-bed_number,The unique number assigned to the patient's hospitalization.,The bed number assigned to the patient.,0
death_record-hospitalization_number,operation_record-current_department,The unique number assigned to the patient's hospitalization.,The medical department of the patient at the time of surgery.,0
death_record-hospitalization_number,operation_record-frozen_section_results,The unique number assigned to the patient's hospitalization.,Results from the intraoperative frozen section analysis.,0
death_record-hospitalization_number,operation_record-patient_name,The unique number assigned to the patient's hospitalization.,The full name of the patient undergoing surgery.,0
death_record-hospitalization_number,operation_record-surgeon_signature,The unique number assigned to the patient's hospitalization.,Signature of the primary surgeon.,0
death_record-hospitalization_number,operation_record-routine_pathology_specimen_description,The unique number assigned to the patient's hospitalization.,Description of the specimens sent for routine pathology.,0
death_record-hospitalization_number,operation_record-preoperative_diagnosis,The unique number assigned to the patient's hospitalization.,The diagnosis provided prior to the surgery.,0
death_record-hospitalization_number,operation_record-postoperative_diagnosis,The unique number assigned to the patient's hospitalization.,The diagnosis confirmed after the surgery is completed.,0
death_record-hospitalization_number,operation_record-anesthesiologist,The unique number assigned to the patient's hospitalization.,The name of the anesthesiologist in charge of administering anesthesia.,0
death_record-hospitalization_number,operation_record-type_of_anesthesia,The unique number assigned to the patient's hospitalization.,The specific type of anesthesia used during the operation.,0
death_record-hospitalization_number,operation_record-first_assistant,The unique number assigned to the patient's hospitalization.,The name of the first assistant surgeon (if applicable).,0
death_record-hospitalization_number,operation_record-second_assistant,The unique number assigned to the patient's hospitalization.,The name of the second assistant surgeon (if applicable).,0
death_record-hospitalization_number,operation_record-intraoperative_blood_transfusion_volume,The unique number assigned to the patient's hospitalization.,The amount of blood transfused during the surgery.,0
death_record-hospitalization_number,consultation_record-consultation_participants,The unique number assigned to the patient's hospitalization.,Names of the medical professionals involved in the consultation.,0
death_record-hospitalization_number,consultation_record-consultation_time,The unique number assigned to the patient's hospitalization.,The date and time when the consultation took place.,0
death_record-hospitalization_number,consultation_record-consultation_department,The unique number assigned to the patient's hospitalization.,The medical department responsible for the consultation.,0
death_record-hospitalization_number,consultation_record-consultation_opinions,The unique number assigned to the patient's hospitalization.,Opinions and recommendations provided during the consultation.,0
death_record-hospitalization_number,consultation_record-consultation_purpose,The unique number assigned to the patient's hospitalization.,The purpose or reason for requesting the consultation.,0
death_record-hospitalization_number,consultation_record-current_bed_number,The unique number assigned to the patient's hospitalization.,The patient's assigned bed number at the time of consultation.,0
death_record-hospitalization_number,consultation_record-gender,The unique number assigned to the patient's hospitalization.,The gender of the patient.,0
death_record-hospitalization_number,consultation_record-patient_name,The unique number assigned to the patient's hospitalization.,The full name of the patient.,0
death_record-hospitalization_number,consultation_record-recording_physician_s_signature,The unique number assigned to the patient's hospitalization.,Signature of the physician documenting the consultation.,0
death_record-hospitalization_number,consultation_record-lab_and_equipment_findings,The unique number assigned to the patient's hospitalization.,Results from any lab tests or equipment used during the consultation.,0
death_record-hospitalization_number,consultation_record-requesting_physician,The unique number assigned to the patient's hospitalization.,The physician who requested the consultation.,0
death_record-hospitalization_number,consultation_record-request_time,The unique number assigned to the patient's hospitalization.,The date and time when the consultation was requested.,0
death_record-hospitalization_number,preoperative_summary-physician_s_signature,The unique number assigned to the patient's hospitalization.,The signature of the physician responsible for the preoperative assessment.,0
death_record-hospitalization_number,preoperative_summary-course_of_illness_time,The unique number assigned to the patient's hospitalization.,The duration or time frame of the patient's illness leading up to the surgery.,0
death_record-hospitalization_number,preoperative_summary-diagnosis,The unique number assigned to the patient's hospitalization.,The medical condition diagnosed before the surgery.,0
death_record-hospitalization_number,preoperative_summary-preoperative_preparation,The unique number assigned to the patient's hospitalization.,The preparations made before the surgery.,0
death_record-hospitalization_number,preoperative_summary-recording_physician_s_signature,The unique number assigned to the patient's hospitalization.,The signature of the physician who documented the preoperative summary.,0
death_record-hospitalization_number,preoperative_summary-proposed_surgical_method,The unique number assigned to the patient's hospitalization.,The planned method or type of surgical procedure.,0
death_record-hospitalization_number,preoperative_summary-brief_medical_history,The unique number assigned to the patient's hospitalization.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
death_record-hospitalization_number,death_record-medical_record_number,The unique number assigned to the patient's hospitalization.,The unique number assigned to the patient's medical record.,1
death_record-hospitalization_number,death_record-admit_situation,The unique number assigned to the patient's hospitalization.,The condition of the patient upon admission.,0
death_record-hospitalization_number,death_record-admission_date,The unique number assigned to the patient's hospitalization.,The date when the patient was admitted to the hospital.,0
death_record-hospitalization_number,death_record-date_of_birth,The unique number assigned to the patient's hospitalization.,The patient's date of birth.,0
death_record-hospitalization_number,death_record-physician_s_signature,The unique number assigned to the patient's hospitalization.,The signatures of the physician(s) involved.,0
death_record-hospitalization_number,death_record-current_bed_number,The unique number assigned to the patient's hospitalization.,The bed number assigned to the patient at the time of death.,0
death_record-hospitalization_number,death_record-current_department,The unique number assigned to the patient's hospitalization.,The hospital department where the patient was located at the time of death.,0
death_record-hospitalization_number,death_record-patient_name,The unique number assigned to the patient's hospitalization.,The name of the deceased patient.,0
death_record-hospitalization_number,death_record-cause_of_death,The unique number assigned to the patient's hospitalization.,The identified cause of death.,0
death_record-hospitalization_number,death_record-time_of_death,The unique number assigned to the patient's hospitalization.,The specific date and time when the patient passed away.,0
death_record-hospitalization_number,death_record-death_diagnosis,The unique number assigned to the patient's hospitalization.,The diagnosis established as the cause or underlying reason for death.,0
death_record-hospitalization_number,death_record-record_time,The unique number assigned to the patient's hospitalization.,The time when the death record was documented.,0
death_record-hospitalization_number,death_record-diagnosis_and_treatment_process,The unique number assigned to the patient's hospitalization.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
death_record-hospitalization_number,death_record-recording_physician_s_signature,The unique number assigned to the patient's hospitalization.,The signature of the physician who documented the death record.,0
death_record-hospitalization_number,death_record-patient_hospitalization_id,The unique number assigned to the patient's hospitalization.,The unique ID assigned to the patient’s hospitalization.,0
death_record-admission_condition,admission_records-name,The condition of the patient upon admission.,Patient's full name.,0
death_record-admission_condition,admission_records-gender,The condition of the patient upon admission.,Patient's gender.,0
death_record-admission_condition,admission_records-physical_examination,The condition of the patient upon admission.,Notes from the physical examination of the patient.,0
death_record-admission_condition,admission_records-personal_history,The condition of the patient upon admission.,Patient's personal history.,0
death_record-admission_condition,admission_records-preliminary_diagnosis,The condition of the patient upon admission.,Initial diagnosis made upon admission.,0
death_record-admission_condition,admission_records-chief_complaint,The condition of the patient upon admission.,Main complaint or reason for admission.,0
death_record-admission_condition,admission_records-historian,The condition of the patient upon admission.,Person providing the medical history.,0
death_record-admission_condition,admission_records-admission_date,The condition of the patient upon admission.,Date when the patient was admitted.,0
death_record-admission_condition,admission_records-place_of_birth,The condition of the patient upon admission.,Patient's place of birth.,0
death_record-admission_condition,admission_records-current_address,The condition of the patient upon admission.,Residential address of the patient.,0
death_record-admission_condition,admission_records-marital_status,The condition of the patient upon admission.,Patient's marital status.,0
death_record-admission_condition,admission_records-obstetric_history,The condition of the patient upon admission.,History of pregnancies and childbirth.,0
death_record-admission_condition,admission_records-family_history,The condition of the patient upon admission.,Medical history of the patient's family.,0
death_record-admission_condition,admission_records-age,The condition of the patient upon admission.,Patient's age.,0
death_record-admission_condition,admission_records-current_department,The condition of the patient upon admission.,The specific department or unit where the patient is currently receiving treatment.,0
death_record-admission_condition,admission_records-household_registration_address,The condition of the patient upon admission.,Registered permanent address.,0
death_record-admission_condition,admission_records-past_medical_history,The condition of the patient upon admission.,Patient's previous medical history.,0
death_record-admission_condition,admission_records-date,The condition of the patient upon admission.,General date of record.,0
death_record-admission_condition,admission_records-menstrual_history,The condition of the patient upon admission.,History of the patient's menstrual cycle.,0
death_record-admission_condition,admission_records-ethnicity,The condition of the patient upon admission.,Patient's ethnic background.,0
death_record-admission_condition,admission_records-parents_name,The condition of the patient upon admission.,Name of the patient's biological or adoptive parent (if applicable).,0
death_record-admission_condition,admission_records-present_illness_history,The condition of the patient upon admission.,History of the present illness.,0
death_record-admission_condition,admission_records-phone_number,The condition of the patient upon admission.,Patient's contact phone number.,0
death_record-admission_condition,admission_records-occupation,The condition of the patient upon admission.,Patient's occupation.,0
death_record-admission_condition,admission_records-drug_and_food_allergy_history,The condition of the patient upon admission.,History of allergies to drugs and food.,0
death_record-admission_condition,admission_records-auxiliary_examination,The condition of the patient upon admission.,Notes from additional examinations and tests.,0
death_record-admission_condition,normal_discharge_records-case_number,The condition of the patient upon admission.,Unique identifier for the patient's case.,0
death_record-admission_condition,normal_discharge_records-hospital_course,The condition of the patient upon admission.,Summary of the patient's hospital stay and progress.,0
death_record-admission_condition,normal_discharge_records-admission_condition,The condition of the patient upon admission.,Patient's condition upon admission.,0
death_record-admission_condition,normal_discharge_records-admission_time,The condition of the patient upon admission.,The exact time when the patient was admitted.,0
death_record-admission_condition,normal_discharge_records-admission_diagnosis,The condition of the patient upon admission.,Initial diagnosis when the patient was admitted.,0
death_record-admission_condition,normal_discharge_records-discharge_instructions,The condition of the patient upon admission.,Medical instructions provided upon discharge.,0
death_record-admission_condition,normal_discharge_records-discharge_condition,The condition of the patient upon admission.,Patient's condition upon discharge.,0
death_record-admission_condition,normal_discharge_records-discharge_date,The condition of the patient upon admission.,The date the patient was discharged from the hospital.,0
death_record-admission_condition,normal_discharge_records-discharge_diagnosis,The condition of the patient upon admission.,Final diagnosis made upon discharge.,0
death_record-admission_condition,normal_discharge_records-physician_s_signature,The condition of the patient upon admission.,Signature of the attending physician.,0
death_record-admission_condition,normal_discharge_records-patient_s_signature_fingerprint,The condition of the patient upon admission.,Patient's signature or fingerprint for verification.,0
death_record-admission_condition,normal_discharge_records-signature_date,The condition of the patient upon admission.,Date when the signatures were recorded.,0
death_record-admission_condition,operation_record-date_and_time,The condition of the patient upon admission.,The date and time when the surgery was performed.,0
death_record-admission_condition,operation_record-primary_surgeon,The condition of the patient upon admission.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
death_record-admission_condition,operation_record-bed_number,The condition of the patient upon admission.,The bed number assigned to the patient.,0
death_record-admission_condition,operation_record-current_department,The condition of the patient upon admission.,The medical department of the patient at the time of surgery.,0
death_record-admission_condition,operation_record-frozen_section_results,The condition of the patient upon admission.,Results from the intraoperative frozen section analysis.,0
death_record-admission_condition,operation_record-patient_name,The condition of the patient upon admission.,The full name of the patient undergoing surgery.,0
death_record-admission_condition,operation_record-surgeon_signature,The condition of the patient upon admission.,Signature of the primary surgeon.,0
death_record-admission_condition,operation_record-routine_pathology_specimen_description,The condition of the patient upon admission.,Description of the specimens sent for routine pathology.,0
death_record-admission_condition,operation_record-preoperative_diagnosis,The condition of the patient upon admission.,The diagnosis provided prior to the surgery.,0
death_record-admission_condition,operation_record-postoperative_diagnosis,The condition of the patient upon admission.,The diagnosis confirmed after the surgery is completed.,0
death_record-admission_condition,operation_record-anesthesiologist,The condition of the patient upon admission.,The name of the anesthesiologist in charge of administering anesthesia.,0
death_record-admission_condition,operation_record-type_of_anesthesia,The condition of the patient upon admission.,The specific type of anesthesia used during the operation.,0
death_record-admission_condition,operation_record-first_assistant,The condition of the patient upon admission.,The name of the first assistant surgeon (if applicable).,0
death_record-admission_condition,operation_record-second_assistant,The condition of the patient upon admission.,The name of the second assistant surgeon (if applicable).,0
death_record-admission_condition,operation_record-intraoperative_blood_transfusion_volume,The condition of the patient upon admission.,The amount of blood transfused during the surgery.,0
death_record-admission_condition,consultation_record-consultation_participants,The condition of the patient upon admission.,Names of the medical professionals involved in the consultation.,0
death_record-admission_condition,consultation_record-consultation_time,The condition of the patient upon admission.,The date and time when the consultation took place.,0
death_record-admission_condition,consultation_record-consultation_department,The condition of the patient upon admission.,The medical department responsible for the consultation.,0
death_record-admission_condition,consultation_record-consultation_opinions,The condition of the patient upon admission.,Opinions and recommendations provided during the consultation.,0
death_record-admission_condition,consultation_record-consultation_purpose,The condition of the patient upon admission.,The purpose or reason for requesting the consultation.,0
death_record-admission_condition,consultation_record-current_bed_number,The condition of the patient upon admission.,The patient's assigned bed number at the time of consultation.,0
death_record-admission_condition,consultation_record-gender,The condition of the patient upon admission.,The gender of the patient.,0
death_record-admission_condition,consultation_record-patient_name,The condition of the patient upon admission.,The full name of the patient.,0
death_record-admission_condition,consultation_record-recording_physician_s_signature,The condition of the patient upon admission.,Signature of the physician documenting the consultation.,0
death_record-admission_condition,consultation_record-lab_and_equipment_findings,The condition of the patient upon admission.,Results from any lab tests or equipment used during the consultation.,0
death_record-admission_condition,consultation_record-requesting_physician,The condition of the patient upon admission.,The physician who requested the consultation.,0
death_record-admission_condition,consultation_record-request_time,The condition of the patient upon admission.,The date and time when the consultation was requested.,0
death_record-admission_condition,preoperative_summary-physician_s_signature,The condition of the patient upon admission.,The signature of the physician responsible for the preoperative assessment.,0
death_record-admission_condition,preoperative_summary-course_of_illness_time,The condition of the patient upon admission.,The duration or time frame of the patient's illness leading up to the surgery.,0
death_record-admission_condition,preoperative_summary-diagnosis,The condition of the patient upon admission.,The medical condition diagnosed before the surgery.,0
death_record-admission_condition,preoperative_summary-preoperative_preparation,The condition of the patient upon admission.,The preparations made before the surgery.,0
death_record-admission_condition,preoperative_summary-recording_physician_s_signature,The condition of the patient upon admission.,The signature of the physician who documented the preoperative summary.,0
death_record-admission_condition,preoperative_summary-proposed_surgical_method,The condition of the patient upon admission.,The planned method or type of surgical procedure.,0
death_record-admission_condition,preoperative_summary-brief_medical_history,The condition of the patient upon admission.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
death_record-admission_condition,death_record-medical_record_number,The condition of the patient upon admission.,The unique number assigned to the patient's medical record.,0
death_record-admission_condition,death_record-admit_situation,The condition of the patient upon admission.,The condition of the patient upon admission.,1
death_record-admission_condition,death_record-admission_date,The condition of the patient upon admission.,The date when the patient was admitted to the hospital.,0
death_record-admission_condition,death_record-date_of_birth,The condition of the patient upon admission.,The patient's date of birth.,0
death_record-admission_condition,death_record-physician_s_signature,The condition of the patient upon admission.,The signatures of the physician(s) involved.,0
death_record-admission_condition,death_record-current_bed_number,The condition of the patient upon admission.,The bed number assigned to the patient at the time of death.,0
death_record-admission_condition,death_record-current_department,The condition of the patient upon admission.,The hospital department where the patient was located at the time of death.,0
death_record-admission_condition,death_record-patient_name,The condition of the patient upon admission.,The name of the deceased patient.,0
death_record-admission_condition,death_record-cause_of_death,The condition of the patient upon admission.,The identified cause of death.,0
death_record-admission_condition,death_record-time_of_death,The condition of the patient upon admission.,The specific date and time when the patient passed away.,0
death_record-admission_condition,death_record-death_diagnosis,The condition of the patient upon admission.,The diagnosis established as the cause or underlying reason for death.,0
death_record-admission_condition,death_record-record_time,The condition of the patient upon admission.,The time when the death record was documented.,0
death_record-admission_condition,death_record-diagnosis_and_treatment_process,The condition of the patient upon admission.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
death_record-admission_condition,death_record-recording_physician_s_signature,The condition of the patient upon admission.,The signature of the physician who documented the death record.,0
death_record-admission_condition,death_record-patient_hospitalization_id,The condition of the patient upon admission.,The unique ID assigned to the patient’s hospitalization.,0
death_record-admission_date,admission_records-name,The date when the patient was admitted to the hospital.,Patient's full name.,0
death_record-admission_date,admission_records-gender,The date when the patient was admitted to the hospital.,Patient's gender.,0
death_record-admission_date,admission_records-physical_examination,The date when the patient was admitted to the hospital.,Notes from the physical examination of the patient.,0
death_record-admission_date,admission_records-personal_history,The date when the patient was admitted to the hospital.,Patient's personal history.,0
death_record-admission_date,admission_records-preliminary_diagnosis,The date when the patient was admitted to the hospital.,Initial diagnosis made upon admission.,0
death_record-admission_date,admission_records-chief_complaint,The date when the patient was admitted to the hospital.,Main complaint or reason for admission.,0
death_record-admission_date,admission_records-historian,The date when the patient was admitted to the hospital.,Person providing the medical history.,0
death_record-admission_date,admission_records-admission_date,The date when the patient was admitted to the hospital.,Date when the patient was admitted.,0
death_record-admission_date,admission_records-place_of_birth,The date when the patient was admitted to the hospital.,Patient's place of birth.,0
death_record-admission_date,admission_records-current_address,The date when the patient was admitted to the hospital.,Residential address of the patient.,0
death_record-admission_date,admission_records-marital_status,The date when the patient was admitted to the hospital.,Patient's marital status.,0
death_record-admission_date,admission_records-obstetric_history,The date when the patient was admitted to the hospital.,History of pregnancies and childbirth.,0
death_record-admission_date,admission_records-family_history,The date when the patient was admitted to the hospital.,Medical history of the patient's family.,0
death_record-admission_date,admission_records-age,The date when the patient was admitted to the hospital.,Patient's age.,0
death_record-admission_date,admission_records-current_department,The date when the patient was admitted to the hospital.,The specific department or unit where the patient is currently receiving treatment.,0
death_record-admission_date,admission_records-household_registration_address,The date when the patient was admitted to the hospital.,Registered permanent address.,0
death_record-admission_date,admission_records-past_medical_history,The date when the patient was admitted to the hospital.,Patient's previous medical history.,0
death_record-admission_date,admission_records-date,The date when the patient was admitted to the hospital.,General date of record.,0
death_record-admission_date,admission_records-menstrual_history,The date when the patient was admitted to the hospital.,History of the patient's menstrual cycle.,0
death_record-admission_date,admission_records-ethnicity,The date when the patient was admitted to the hospital.,Patient's ethnic background.,0
death_record-admission_date,admission_records-parents_name,The date when the patient was admitted to the hospital.,Name of the patient's biological or adoptive parent (if applicable).,0
death_record-admission_date,admission_records-present_illness_history,The date when the patient was admitted to the hospital.,History of the present illness.,0
death_record-admission_date,admission_records-phone_number,The date when the patient was admitted to the hospital.,Patient's contact phone number.,0
death_record-admission_date,admission_records-occupation,The date when the patient was admitted to the hospital.,Patient's occupation.,0
death_record-admission_date,admission_records-drug_and_food_allergy_history,The date when the patient was admitted to the hospital.,History of allergies to drugs and food.,0
death_record-admission_date,admission_records-auxiliary_examination,The date when the patient was admitted to the hospital.,Notes from additional examinations and tests.,0
death_record-admission_date,normal_discharge_records-case_number,The date when the patient was admitted to the hospital.,Unique identifier for the patient's case.,0
death_record-admission_date,normal_discharge_records-hospital_course,The date when the patient was admitted to the hospital.,Summary of the patient's hospital stay and progress.,0
death_record-admission_date,normal_discharge_records-admission_condition,The date when the patient was admitted to the hospital.,Patient's condition upon admission.,0
death_record-admission_date,normal_discharge_records-admission_time,The date when the patient was admitted to the hospital.,The exact time when the patient was admitted.,0
death_record-admission_date,normal_discharge_records-admission_diagnosis,The date when the patient was admitted to the hospital.,Initial diagnosis when the patient was admitted.,0
death_record-admission_date,normal_discharge_records-discharge_instructions,The date when the patient was admitted to the hospital.,Medical instructions provided upon discharge.,0
death_record-admission_date,normal_discharge_records-discharge_condition,The date when the patient was admitted to the hospital.,Patient's condition upon discharge.,0
death_record-admission_date,normal_discharge_records-discharge_date,The date when the patient was admitted to the hospital.,The date the patient was discharged from the hospital.,0
death_record-admission_date,normal_discharge_records-discharge_diagnosis,The date when the patient was admitted to the hospital.,Final diagnosis made upon discharge.,0
death_record-admission_date,normal_discharge_records-physician_s_signature,The date when the patient was admitted to the hospital.,Signature of the attending physician.,0
death_record-admission_date,normal_discharge_records-patient_s_signature_fingerprint,The date when the patient was admitted to the hospital.,Patient's signature or fingerprint for verification.,0
death_record-admission_date,normal_discharge_records-signature_date,The date when the patient was admitted to the hospital.,Date when the signatures were recorded.,0
death_record-admission_date,operation_record-date_and_time,The date when the patient was admitted to the hospital.,The date and time when the surgery was performed.,0
death_record-admission_date,operation_record-primary_surgeon,The date when the patient was admitted to the hospital.,This attribute is reserved for identifying the main contact for patient inquiries regarding the surgical process.,0
death_record-admission_date,operation_record-bed_number,The date when the patient was admitted to the hospital.,The bed number assigned to the patient.,0
death_record-admission_date,operation_record-current_department,The date when the patient was admitted to the hospital.,The medical department of the patient at the time of surgery.,0
death_record-admission_date,operation_record-frozen_section_results,The date when the patient was admitted to the hospital.,Results from the intraoperative frozen section analysis.,0
death_record-admission_date,operation_record-patient_name,The date when the patient was admitted to the hospital.,The full name of the patient undergoing surgery.,0
death_record-admission_date,operation_record-surgeon_signature,The date when the patient was admitted to the hospital.,Signature of the primary surgeon.,0
death_record-admission_date,operation_record-routine_pathology_specimen_description,The date when the patient was admitted to the hospital.,Description of the specimens sent for routine pathology.,0
death_record-admission_date,operation_record-preoperative_diagnosis,The date when the patient was admitted to the hospital.,The diagnosis provided prior to the surgery.,0
death_record-admission_date,operation_record-postoperative_diagnosis,The date when the patient was admitted to the hospital.,The diagnosis confirmed after the surgery is completed.,0
death_record-admission_date,operation_record-anesthesiologist,The date when the patient was admitted to the hospital.,The name of the anesthesiologist in charge of administering anesthesia.,0
death_record-admission_date,operation_record-type_of_anesthesia,The date when the patient was admitted to the hospital.,The specific type of anesthesia used during the operation.,0
death_record-admission_date,operation_record-first_assistant,The date when the patient was admitted to the hospital.,The name of the first assistant surgeon (if applicable).,0
death_record-admission_date,operation_record-second_assistant,The date when the patient was admitted to the hospital.,The name of the second assistant surgeon (if applicable).,0
death_record-admission_date,operation_record-intraoperative_blood_transfusion_volume,The date when the patient was admitted to the hospital.,The amount of blood transfused during the surgery.,0
death_record-admission_date,consultation_record-consultation_participants,The date when the patient was admitted to the hospital.,Names of the medical professionals involved in the consultation.,0
death_record-admission_date,consultation_record-consultation_time,The date when the patient was admitted to the hospital.,The date and time when the consultation took place.,0
death_record-admission_date,consultation_record-consultation_department,The date when the patient was admitted to the hospital.,The medical department responsible for the consultation.,0
death_record-admission_date,consultation_record-consultation_opinions,The date when the patient was admitted to the hospital.,Opinions and recommendations provided during the consultation.,0
death_record-admission_date,consultation_record-consultation_purpose,The date when the patient was admitted to the hospital.,The purpose or reason for requesting the consultation.,0
death_record-admission_date,consultation_record-current_bed_number,The date when the patient was admitted to the hospital.,The patient's assigned bed number at the time of consultation.,0
death_record-admission_date,consultation_record-gender,The date when the patient was admitted to the hospital.,The gender of the patient.,0
death_record-admission_date,consultation_record-patient_name,The date when the patient was admitted to the hospital.,The full name of the patient.,0
death_record-admission_date,consultation_record-recording_physician_s_signature,The date when the patient was admitted to the hospital.,Signature of the physician documenting the consultation.,0
death_record-admission_date,consultation_record-lab_and_equipment_findings,The date when the patient was admitted to the hospital.,Results from any lab tests or equipment used during the consultation.,0
death_record-admission_date,consultation_record-requesting_physician,The date when the patient was admitted to the hospital.,The physician who requested the consultation.,0
death_record-admission_date,consultation_record-request_time,The date when the patient was admitted to the hospital.,The date and time when the consultation was requested.,0
death_record-admission_date,preoperative_summary-physician_s_signature,The date when the patient was admitted to the hospital.,The signature of the physician responsible for the preoperative assessment.,0
death_record-admission_date,preoperative_summary-course_of_illness_time,The date when the patient was admitted to the hospital.,The duration or time frame of the patient's illness leading up to the surgery.,0
death_record-admission_date,preoperative_summary-diagnosis,The date when the patient was admitted to the hospital.,The medical condition diagnosed before the surgery.,0
death_record-admission_date,preoperative_summary-preoperative_preparation,The date when the patient was admitted to the hospital.,The preparations made before the surgery.,0
death_record-admission_date,preoperative_summary-recording_physician_s_signature,The date when the patient was admitted to the hospital.,The signature of the physician who documented the preoperative summary.,0
death_record-admission_date,preoperative_summary-proposed_surgical_method,The date when the patient was admitted to the hospital.,The planned method or type of surgical procedure.,0
death_record-admission_date,preoperative_summary-brief_medical_history,The date when the patient was admitted to the hospital.,A summary of the patient's medical history which highlights significant past illnesses/treatments and any ongoing medical issues relevant to the preoperative context.,0
death_record-admission_date,death_record-medical_record_number,The date when the patient was admitted to the hospital.,The unique number assigned to the patient's medical record.,0
death_record-admission_date,death_record-admit_situation,The date when the patient was admitted to the hospital.,The condition of the patient upon admission.,0
death_record-admission_date,death_record-admission_date,The date when the patient was admitted to the hospital.,The date when the patient was admitted to the hospital.,1
death_record-admission_date,death_record-date_of_birth,The date when the patient was admitted to the hospital.,The patient's date of birth.,0
death_record-admission_date,death_record-physician_s_signature,The date when the patient was admitted to the hospital.,The signatures of the physician(s) involved.,0
death_record-admission_date,death_record-current_bed_number,The date when the patient was admitted to the hospital.,The bed number assigned to the patient at the time of death.,0
death_record-admission_date,death_record-current_department,The date when the patient was admitted to the hospital.,The hospital department where the patient was located at the time of death.,0
death_record-admission_date,death_record-patient_name,The date when the patient was admitted to the hospital.,The name of the deceased patient.,0
death_record-admission_date,death_record-cause_of_death,The date when the patient was admitted to the hospital.,The identified cause of death.,0
death_record-admission_date,death_record-time_of_death,The date when the patient was admitted to the hospital.,The specific date and time when the patient passed away.,0
death_record-admission_date,death_record-death_diagnosis,The date when the patient was admitted to the hospital.,The diagnosis established as the cause or underlying reason for death.,0
death_record-admission_date,death_record-record_time,The date when the patient was admitted to the hospital.,The time when the death record was documented.,0
death_record-admission_date,death_record-diagnosis_and_treatment_process,The date when the patient was admitted to the hospital.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
death_record-admission_date,death_record-recording_physician_s_signature,The date when the patient was admitted to the hospital.,The signature of the physician who documented the death record.,0
death_record-admission_date,death_record-patient_hospitalization_id,The date when the patient was admitted to the hospital.,The unique ID assigned to the patient’s hospitalization.,0
death_record-admit_diag,admission_records-name,The diagnosis established at the time of admission.,Patient's full name.,0
death_record-admit_diag,admission_records-gender,The diagnosis established at the time of admission.,Patient's gender.,0
death_record-admit_diag,admission_records-physical_examination,The diagnosis established at the time of admission.,Notes from the physical examination of the patient.,0
death_record-admit_diag,admission_records-personal_history,The diagnosis established at the time of admission.,Patient's personal history.,0
death_record-admit_diag,admission_records-preliminary_diagnosis,The diagnosis established at the time of admission.,Initial diagnosis made upon admission.,0
death_record-admit_diag,admission_records-chief_complaint,The diagnosis established at the time of admission.,Main complaint or reason for admission.,0
death_record-admit_diag,admission_records-historian,The diagnosis established at the time of admission.,Person providing the medical history.,0
death_record-admit_diag,admission_records-admission_date,The diagnosis established at the time of admission.,Date when the patient was admitted.,0
death_record-admit_diag,admission_records-place_of_birth,The diagnosis established at the time of admission.,Patient's place of birth.,0
death_record-admit_diag,admission_records-current_address,The diagnosis established at the time of admission.,Residential address of the patient.,0
death_record-admit_diag,admission_records-marital_status,The diagnosis established at the time of admission.,Patient's marital status.,0
death_record-admit_diag,admission_records-obstetric_history,The diagnosis established at the time of admission.,History of pregnancies and childbirth.,0
death_record-admit_diag,admission_records-family_history,The diagnosis established at the time of admission.,Medical history of the patient's family.,0
death_record-admit_diag,admission_records-age,The diagnosis established at the time of admission.,Patient's age.,0
death_record-admit_diag,admission_records-current_department,The diagnosis established at the time of admission.,The specific department or unit where the patient is currently receiving treatment.,0
death_record-admit_diag,admission_records-household_registration_address,The diagnosis established at the time of admission.,Registered permanent address.,0
death_record-admit_diag,admission_records-past_medical_history,The diagnosis established at the time of admission.,Patient's previous medical history.,0
death_record-admit_diag,admission_records-date,The diagnosis established at the time of admission.,General date of record.,0
death_record-admit_diag,admission_records-menstrual_history,The diagnosis established at the time of admission.,History of the patient's menstrual cycle.,0
death_record-admit_diag,admission_records-ethnicity,The diagnosis established at the time of admission.,Patient's ethnic background.,0
death_record-admit_diag,admission_records-parents_name,The diagnosis established at the time of admission.,Name of the patient's biological or adoptive parent (if applicable).,0
death_record-admit_diag,admission_records-present_illness_history,The diagnosis established at the time of admission.,History of the present illness.,0
death_record-admit_diag,admission_records-phone_number,The diagnosis established at the time of admission.,Patient's contact phone number.,0
death_record-admit_diag,admission_records-occupation,The diagnosis established at the time of admission.,Patient's occupation.,0
death_record-admit_diag,admission_records-drug_and_food_allergy_history,The diagnosis established at the time of admission.,History of allergies to drugs and food.,0
death_record-admit_diag,admission_records-auxiliary_examination,The diagnosis established at the time of admission.,Notes from additional examinations and tests.,0
